연번,상가유형,호선,역명,상가번호,면적(제곱미터),영업업종,계약시작일자,계약종료일자,월임대료,사업진행단계
292,복합,2호선,홍대입구역,239-103,17.11,식음료,2021-03-22,2026-07-20,5192551,
293,복합,2호선,홍대입구역,239-104,32.73,패션잡화,2021-03-22,2026-07-20,9932939,
294,복합,2호선,홍대입구역,239-105,85.88,패션잡화,2021-03-22,2026-07-20,25274548,
295,복합,2호선,홍대입구역,239-108,31,편의점,2021-03-22,2026-07-20,9031258,
296,네트워크,2호선,홍대입구역,239-110,12,화장품,2020-12-23,2026-03-23,7428858,
297,네트워크,2호선,신촌역,240-101,33,화장품,2020-12-23,2026-03-23,17632662,
298,개별(일반),2호선,신촌역,240-103,9.8,패션잡화,2022-11-03,2027-12-03,4407400,
299,개별(일반),2호선,신촌역,240-104,13.2,식음료,2024-07-01,2029-07-31,7710000,
300,공실,2호선,신촌역,240-105,30.17,,,,,2단계. 시설물 점검
301,임대진행,2호선,신촌역,240-106,11.25,,,,,3단계. 감정평가
302,개별(일반),2호선,신촌역,240-107,21,의약업,2021-01-28,2026-02-28,6783300,
303,네트워크,2호선,신촌역,240-108,18,식음료,2021-02-01,2026-06-01,8217169,
304,임대진행,2호선,신촌역,240-109,32,,,,,5단계. 입찰공고
305,네트워크,2호선,신촌역,240-110,44.42,편의점,2022-06-09,2027-06-08,15722963,
306,개별(일반),2호선,이대역,241-102,14.5,패션잡화,2022-12-22,2028-01-21,2320000,
307,개별(일반),2호선,이대역,241-103,13.51,패션잡화,2022-12-22,2028-01-21,2180000,
308,개별(일반),2호선,이대역,241-104,21.13,플라워,2022-04-04,2027-05-04,3020000,
309,개별(일반),2호선,이대역,241-106,27.66,식음료,2023-07-13,2028-08-12,3150000,
310,임대진행,2호선,이대역,241-107,20,,,,,3단계. 감정평가
311,개별(일반),2호선,이대역,241-108,33,기타,2023-06-29,2028-07-29,2400000,
312,네트워크,2호선,아현역,242-101,35.2,화장품,2020-12-23,2026-03-23,2353016,
313,네트워크,2호선,아현역,242-103,34.8,패션잡화,2022-12-16,2028-04-15,1951902,
314,개별(일반),2호선,아현역,242-105,22.58,식음료,2021-02-15,2026-04-01,460000,
315,네트워크,2호선,아현역,242-107,24.05,플라워,2022-10-27,2028-02-24,1028675,
316,네트워크,2호선,아현역,242-109,25,밀키트,2022-06-20,2027-08-19,1124425,
317,네트워크,2호선,충정로(2)역,243-201,26.12,화장품,2020-12-23,2026-03-23,5693895,
318,개별(일반),2호선,충정로(2)역,243-206,15,식음료,2019-11-26,2024-12-25,3512000,
319,개별(일반),2호선,양천구청역,248-101,18.84,식음료,2021-02-22,2026-03-24,886500,
320,네트워크,2호선,양천구청역,248-102,26.04,밀키트,2022-06-20,2027-08-19,965550,
321,네트워크,2호선,신정네거리역,249-203,42.45,밀키트,2022-06-20,2027-08-19,1622575,
322,네트워크,3호선,연신내(3)역,311-102,38.3,패션잡화,2023-01-16,2028-05-16,5089545,
323,개별(일반),3호선,연신내(3)역,311-103,29.9,패션잡화,2023-10-16,2028-11-15,2660000,
324,개별(일반),3호선,연신내(3)역,311-106,19.96,기타,2019-08-24,2024-09-22,965000,
325,개별(일반),3호선,연신내(3)역,311-108,19.96,식음료,2024-05-20,2029-06-19,2780000,
326,개별(일반),3호선,연신내(3)역,311-113,22,의약업,2024-01-24,2029-02-23,1875800,
327,개별(일반),3호선,불광(3)역,312-102,12.99,무인프린트,2022-06-17,2027-07-17,500000,
328,개별(일반),3호선,불광(3)역,312-103,13.02,식음료,2021-09-08,2026-10-08,337800,
329,네트워크,3호선,불광(3)역,312-104,39.05,기타,2022-09-07,2028-02-04,1178800,
330,임대진행,3호선,불광(3)역,312-109,13.03,,,,,5단계. 입찰공고
331,임대진행,3호선,불광(3)역,312-110,13.03,,,,,5단계. 입찰공고
332,네트워크,3호선,불광(3)역,312-113,18.81,화장품,2020-12-23,2026-03-23,1135946,
333,개별(일반),3호선,불광(3)역,312-114,35,패션잡화,2020-12-02,2026-01-01,1800000,
334,개별(일반),3호선,불광(3)역,312-115,23,패션잡화,2023-10-20,2028-11-19,1020000,
335,개별(일반),3호선,불광(3)역,312-117,46,식음료,2023-09-11,2028-10-11,2605100,
336,개별(대형),3호선,녹번역,313-101,103.85,패션잡화,2020-02-14,2025-03-14,1879100,
337,개별(일반),3호선,녹번역,313-106,19.3,패션잡화,2020-11-23,2025-12-23,485000,
338,개별(일반),3호선,녹번역,313-107,12.65,무인프린트,2023-06-05,2028-07-05,531600,
339,개별(일반),3호선,녹번역,313-108,13.47,식음료,2023-05-08,2028-06-07,713000,
340,개별(일반),3호선,녹번역,313-110,29.3,패션잡화,2020-02-21,2025-03-22,698000,
341,공실,3호선,홍제역,314-101,23.4,,,,,2단계. 시설물 점검
342,공실,3호선,홍제역,314-103,14.41,,,,,2단계. 시설물 점검
343,공실,3호선,홍제역,314-104,14.41,,,,,2단계. 시설물 점검
344,공실,3호선,홍제역,314-105,14.41,,,,,2단계. 시설물 점검
345,공실,3호선,홍제역,314-106,14.41,,,,,2단계. 시설물 점검
346,공실,3호선,홍제역,314-107,14.41,,,,,2단계. 시설물 점검
347,공실,3호선,홍제역,314-108,14.41,,,,,2단계. 시설물 점검
348,공실,3호선,홍제역,314-112,14.41,,,,,2단계. 시설물 점검
349,공실,3호선,홍제역,314-113,14.41,,,,,2단계. 시설물 점검
350,개별(대형),3호선,홍제역,314-118,1351,기타,2022-02-24,2027-04-25,46465000,
351,개별(일반),3호선,홍제역,314-220,15.52,식음료,2020-11-30,2025-12-30,2420400,
352,임대진행,3호선,홍제역,314-221,16.8,,,,,3단계. 감정평가
353,네트워크,3호선,경복궁역,317-201,25.5,식음료,2021-02-01,2026-06-01,1508490,
354,개별(일반),3호선,안국역,318-201,19.5,기타,2020-05-19,2025-06-18,611000,
355,개별(일반),3호선,안국역,318-205,28.8,기타,2019-11-22,2024-12-21,660000,
356,개별(일반),3호선,안국역,318-206,28.8,플라워,2022-02-21,2027-03-23,909200,
357,개별(일반),3호선,안국역,318-207,18.8,플라워,2020-06-22,2025-07-22,1166600,
358,개별(일반),3호선,안국역,318-208,18.8,패션잡화,2020-05-18,2025-06-17,3333500,
359,개별(일반),3호선,안국역,318-209,20.5,무인프린트,2023-11-06,2028-12-06,680000,
360,개별(일반),3호선,안국역,318-210,20.5,기타,2020-10-31,2025-10-31,392000,
361,개별(일반),3호선,안국역,318-214,19.09,기타,2022-06-13,2027-06-13,451800,
362,개별(일반),3호선,안국역,318-215,27.1,무인프린트,2023-11-02,2028-12-02,656600,
363,개별(일반),3호선,안국역,318-316,26.31,의약업,2023-10-16,2028-11-15,2066900,
364,개별(일반),3호선,안국역,318-317,27.57,패션잡화,2021-04-22,2026-05-22,1700000,
365,개별(일반),3호선,종로3가(3)역,319-101,19.5,기타,2020-11-09,2025-12-09,4800000,
366,복합,3호선,종로3가(3)역,319-205,248.9,의약업,2022-01-24,2027-05-24,15144878,
367,네트워크,3호선,종로3가(3)역,319-304,11,식음료,2021-02-01,2026-06-01,2529218,
368,개별(일반),3호선,종로3가(3)역,319-306,21,의약업,2020-12-31,2026-01-30,3000000,
369,개별(일반),3호선,종로3가(3)역,319-307,47,패션잡화,2023-03-16,2028-04-15,18120000,
370,개별(일반),3호선,종로3가(3)역,319-308,40,패션잡화,2018-12-25,2029-01-23,7371100,
371,임대진행,3호선,종로3가(3)역,319-309,20,,,,,3단계. 감정평가
372,임대진행,3호선,종로3가(3)역,319-310,20,,,,,3단계. 감정평가
373,임대진행,3호선,종로3가(3)역,319-311,15.4,,,,,3단계. 감정평가
374,개별(일반),3호선,을지로3가(3)역,320-208,10.2,식음료,2020-10-19,2025-11-18,1410000,
375,개별(일반),3호선,을지로3가(3)역,320-209,17,식음료,2024-03-29,2029-04-28,2430000,
376,개별(일반),3호선,을지로3가(3)역,320-210,20,패션잡화,2020-06-22,2025-07-22,1900000,
377,개별(일반),3호선,을지로3가(3)역,320-212,26.4,패션잡화,2021-08-30,2026-09-29,4567800,
378,개별(일반),3호선,동대입구역,322-201,17.04,편의점,2022-02-15,2027-02-15,1201000,
379,임대진행,3호선,동대입구역,322-202,16.68,,,,,5단계. 입찰공고
380,개별(일반),3호선,동대입구역,322-203,33.46,사무실,2019-12-12,2025-01-10,311666.6667,
381,개별(일반),3호선,동대입구역,322-205,33.3,기타,2021-06-04,2026-07-04,300000,
382,임대진행,3호선,동대입구역,322-207,37.52,,,,,5단계. 입찰공고
383,개별(일반),3호선,동대입구역,322-209,16.8,기타,2021-04-20,2026-04-20,153600,
384,개별(일반),3호선,동대입구역,322-210,33.7,기타,2020-08-13,2025-09-12,1101000,
385,임대진행,3호선,동대입구역,322-212,17.14,,,,,5단계. 입찰공고
386,개별(일반),3호선,동대입구역,322-213,33.37,식음료,2019-10-25,2024-11-23,1635700,
387,네트워크,3호선,약수(3)역,323-101,22.32,화장품,2020-12-23,2026-03-23,3780596,
388,네트워크,3호선,약수(3)역,323-104,11.57,식음료,2017-12-29,2025-02-06,3260820,
389,네트워크,3호선,금호역,324-101,50.3,화장품,2020-12-23,2026-03-23,2285262,
390,개별(일반),3호선,금호역,324-108,28,식음료,2020-11-16,2025-12-16,750000,
391,개별(일반),3호선,금호역,324-109,25.3,편의점,2021-08-13,2026-08-13,1675000,
392,개별(일반),3호선,금호역,324-110,18.61,식음료,2022-02-15,2027-03-17,808000,
393,개별(일반),3호선,금호역,324-111,21,플라워,2020-11-09,2025-12-09,1082300,
394,네트워크,3호선,옥수역,325-001,41.64,화장품,2020-12-23,2026-03-23,4736736,
395,개별(대형),3호선,옥수역,325-010,555,기타,2020-03-23,2025-04-22,13500000,
396,개별(일반),3호선,옥수역,325-012,18.9,편의점,2019-06-21,2029-07-20,2095000,
397,개별(일반),3호선,옥수역,325-013,11.6,패션잡화,2022-01-28,2027-02-27,3640000,
398,공실,3호선,압구정역,326-102,37,,,,,2단계. 시설물 점검
399,네트워크,3호선,압구정역,326-103,23.76,화장품,2020-12-23,2026-03-23,7195687,
400,네트워크,3호선,압구정역,326-104,18.62,플라워,2018-11-27,2029-01-25,2611408,
401,네트워크,3호선,압구정역,326-105,12.3,식음료,2021-02-01,2026-06-01,1716096,
402,개별(일반),3호선,압구정역,326-106,26,식음료,2021-04-22,2026-05-22,3371000,
403,개별(일반),3호선,신사역,327-101,25.39,패션잡화,2021-05-25,2026-06-24,5010000,
404,임대진행,3호선,신사역,327-103,31.3,,,,,3단계. 감정평가
405,개별(일반),3호선,신사역,327-104,23.7,의약업,2021-06-03,2026-07-03,2533400,
406,개별(일반),3호선,신사역,327-105,23.7,패션잡화,2021-02-01,2026-03-03,2810000,
407,네트워크,3호선,신사역,327-106,23.7,패션잡화,2018-11-16,2029-01-14,3480342,
408,개별(일반),3호선,신사역,327-107,23.7,패션잡화,2019-04-02,2029-05-01,3282900,
409,개별(일반),3호선,신사역,327-109,47.4,패션잡화,2023-02-06,2028-03-08,6880000,
410,개별(일반),3호선,신사역,327-111,23.7,패션잡화,2020-08-20,2025-09-19,2690000,
411,임대진행,3호선,신사역,327-112,23.7,,,,,3단계. 감정평가
412,개별(일반),3호선,신사역,327-113,18.2,식음료,2021-08-31,2026-09-30,7120000,
413,개별(일반),3호선,신사역,327-114,18.05,식음료,2019-12-10,2025-01-08,2520000,
414,개별(일반),3호선,신사역,327-115,17.36,플라워,2020-11-26,2026-01-10,1520000,
415,네트워크,3호선,신사역,327-116,16,식음료,2021-02-01,2026-06-01,2214461,
416,네트워크,3호선,신사역,327-117,29.06,식음료,2017-12-29,2025-02-06,6946200,
417,복합,3호선,고속터미널(3)역,329-111,7475.19,패션잡화,2016-03-15,2026-11-09,287922774,
418,복합,3호선,고속터미널(3)역,329-112,,패션잡화,2016-03-15,2026-11-09,,
419,복합,3호선,고속터미널(3)역,329-113,,패션잡화,2016-03-15,2026-11-09,,
420,복합,3호선,고속터미널(3)역,329-114,,패션잡화,2016-03-15,2026-11-09,,
421,복합,3호선,고속터미널(3)역,329-115,,패션잡화,2016-03-15,2026-11-09,,
422,복합,3호선,고속터미널(3)역,329-116,,패션잡화,2016-03-15,2026-11-09,,
423,복합,3호선,고속터미널(3)역,329-117,,의약업,2016-03-15,2026-11-09,,
424,복합,3호선,고속터미널(3)역,329-118,,패션잡화,2016-03-15,2026-11-09,,
425,복합,3호선,고속터미널(3)역,329-119,,기타,2016-03-15,2026-11-09,,
426,복합,3호선,고속터미널(3)역,329-120,,패션잡화,2016-03-15,2026-11-09,,
427,복합,3호선,고속터미널(3)역,329-121,,패션잡화,2016-03-15,2026-11-09,,
428,복합,3호선,고속터미널(3)역,329-122,,화장품,2016-03-15,2026-11-09,,
429,복합,3호선,고속터미널(3)역,329-123,,패션잡화,2016-03-15,2026-11-09,,
430,복합,3호선,고속터미널(3)역,329-124,,패션잡화,2016-03-15,2026-11-09,,
431,복합,3호선,고속터미널(3)역,329-125,,패션잡화,2016-03-15,2026-11-09,,
432,복합,3호선,고속터미널(3)역,329-126,,패션잡화,2016-03-15,2026-11-09,,
433,복합,3호선,고속터미널(3)역,329-127,,패션잡화,2016-03-15,2026-11-09,,
434,복합,3호선,고속터미널(3)역,329-128,,패션잡화,2016-03-15,2026-11-09,,
435,복합,3호선,고속터미널(3)역,329-129,,패션잡화,2016-03-15,2026-11-09,,
436,복합,3호선,고속터미널(3)역,329-130,,패션잡화,2016-03-15,2026-11-09,,
437,복합,3호선,고속터미널(3)역,329-131,,기타,2016-03-15,2026-11-09,,
438,복합,3호선,고속터미널(3)역,329-132,,패션잡화,2016-03-15,2026-11-09,,
439,복합,3호선,고속터미널(3)역,329-133,,패션잡화,2016-03-15,2026-11-09,,
440,복합,3호선,고속터미널(3)역,329-134,,패션잡화,2016-03-15,2026-11-09,,
441,복합,3호선,고속터미널(3)역,329-135,,식음료,2016-03-15,2026-11-09,,
442,복합,3호선,고속터미널(3)역,329-136,,기타,2016-03-15,2026-11-09,,
443,복합,3호선,고속터미널(3)역,329-137,,패션잡화,2016-03-15,2026-11-09,,
444,복합,3호선,고속터미널(3)역,329-138,,패션잡화,2016-03-15,2026-11-09,,
445,복합,3호선,고속터미널(3)역,329-139,,기타,2016-03-15,2026-11-09,,
446,복합,3호선,고속터미널(3)역,329-140,,식음료,2016-03-15,2026-11-09,,
447,복합,3호선,고속터미널(3)역,329-141,,패션잡화,2016-03-15,2026-11-09,,
448,복합,3호선,고속터미널(3)역,329-142,,식음료,2016-03-15,2026-11-09,,
449,복합,3호선,고속터미널(3)역,329-143,,식음료,2016-03-15,2026-11-09,,
450,복합,3호선,고속터미널(3)역,329-144,,패션잡화,2016-03-15,2026-11-09,,
451,네트워크,3호선,고속터미널(3)역,329-201,28.8,화장품,2020-12-23,2026-03-23,15587596,
452,개별(일반),3호선,고속터미널(3)역,329-203,33.75,패션잡화,2022-02-21,2027-03-23,22300000,
453,복합,3호선,고속터미널(3)역,329-204,106.63,패션잡화,2021-03-22,2026-07-20,48204012,
454,복합,3호선,고속터미널(3)역,329-205,61.37,패션잡화,2021-03-22,2026-07-20,21472664,
455,복합,3호선,고속터미널(3)역,329-206,20.45,식음료,2021-03-22,2026-07-20,9244791,
456,개별(일반),3호선,교대(3)역,330-101,75.3,사무실,2019-05-14,2029-06-12,509200,
457,개별(일반),3호선,교대(3)역,330-102,37.7,사무실,2023-09-25,2028-10-25,520000,
458,개별(일반),3호선,교대(3)역,330-103,37.7,패션잡화,2022-06-07,2027-07-07,994600,
459,공실,3호선,교대(3)역,330-104,37.7,,,,,2단계. 시설물 점검
460,개별(대형),3호선,교대(3)역,330-105,113.1,편의점,2021-08-13,2026-08-13,5376800,
461,개별(대형),3호선,교대(3)역,330-106,146,사무실,2019-04-30,2029-05-29,541400,
462,개별(일반),3호선,교대(3)역,330-107,186.77,기타,2019-06-01,2029-05-31,3486000,
463,공실,3호선,교대(3)역,330-111,37.7,,,,,1단계. 사업계획 수립중
464,개별(일반),3호선,교대(3)역,330-112,37.7,플라워,2023-02-20,2028-03-22,980000,
465,개별(일반),3호선,교대(3)역,330-113,91.4,사무실,2019-05-14,2029-06-12,510100,
466,개별(일반),3호선,양재역,332-102,27.2,패션잡화,2023-09-20,2028-10-20,4700000,
467,네트워크,3호선,양재역,332-103,44.88,패션잡화,2018-11-16,2029-01-14,7770516,
468,네트워크,3호선,양재역,332-104,44.98,패션잡화,2018-11-16,2029-01-14,7787829,
469,공실,3호선,양재역,332-105,51.92,,,,,1단계. 사업계획 수립중
470,네트워크,3호선,양재역,332-106,20,식음료,2021-02-01,2026-06-01,4866457,
471,네트워크,3호선,양재역,332-108,18,편의점,2022-12-02,2028-04-01,3173291,
472,개별(일반),3호선,양재역,332-110,40,기타,2020-11-06,2025-12-06,4110000,
473,네트워크,3호선,양재역,332-111,21,패션잡화,2021-11-22,2027-01-21,2414050,
474,개별(일반),3호선,매봉역,333-101,9.41,식음료,2020-09-14,2025-10-29,566600,
475,개별(일반),3호선,매봉역,333-102,26,식음료,2020-10-19,2025-11-18,2520000,
476,개별(일반),3호선,매봉역,333-103,16,패션잡화,2024-05-20,2029-06-19,3010000,
477,개별(일반),3호선,매봉역,333-104,15.77,패션잡화,2021-11-05,2026-12-05,2016600,
478,개별(일반),3호선,도곡역,334-102,23.18,패션잡화,2021-11-09,2026-12-09,2357000,
479,개별(일반),3호선,도곡역,334-103,21.9,패션잡화,2020-02-07,2025-03-07,867500,
480,개별(일반),3호선,도곡역,334-104,25.04,기타,2020-02-07,2025-03-07,991800,
481,개별(일반),3호선,도곡역,334-201,28.2,패션잡화,2024-01-26,2029-02-25,1240000,
482,개별(일반),3호선,대청역,337-102,26.61,식음료,2020-02-24,2025-03-25,2516600,
483,임대진행,3호선,대청역,337-103,23,,,,,3단계. 감정평가
484,개별(일반),3호선,일원역,338-M01,61.48,의약업,2022-11-11,2027-12-11,3533300,
485,개별(일반),3호선,일원역,338-102,46,편의점,2024-01-25,2029-01-25,8800000,
486,개별(대형),3호선,일원역,338-M03,898,기타,2024-06-14,2029-11-11,9016600,
487,개별(일반),3호선,일원역,338-104,51,의약업,2020-08-31,2025-09-30,3511000,
488,개별(일반),3호선,일원역,338-106,51.7,사무실,2020-10-12,2025-11-11,467500,
489,개별(일반),3호선,수서역,339-101,27.54,식음료,2022-02-21,2027-03-23,11100000,
490,네트워크,3호선,수서역,339-107,38.9,식음료,2021-06-03,2026-08-02,1681327,
491,개별(일반),3호선,수서역,339-108,20.1,패션잡화,2021-08-13,2026-09-12,5054000,
492,네트워크,3호선,수서역,339-109,20.1,패션잡화,2021-11-22,2027-01-21,947227,
493,개별(일반),3호선,수서역,339-110,21,패션잡화,2021-10-21,2026-11-20,9071500,
494,개별(일반),3호선,수서역,339-111,21,의약업,2017-11-28,2024-12-27,2649500,
495,개별(일반),3호선,수서역,339-112,28.28,기타,2017-11-28,2024-12-27,3030800,
496,개별(일반),3호선,수서역,339-114,24,패션잡화,2023-10-13,2028-10-12,5599900,
497,개별(일반),3호선,가락시장(3)역,340-101,21,식음료,2021-05-27,2026-06-26,1200000,
498,개별(일반),3호선,경찰병원역,341-101,57,의약업,2022-01-28,2027-02-27,3520000,
499,개별(일반),3호선,경찰병원역,341-102,37.4,의약업,2021-08-12,2026-09-11,3500000,
500,개별(일반),4호선,당고개역,409-022,56.3,식음료,2022-05-10,2027-06-09,500000,
501,네트워크,4호선,당고개역,409-027,28.01,밀키트,2022-06-20,2027-08-19,1732250,
502,개별(대형),4호선,당고개역,409-028,311,식음료,2021-02-08,2026-04-09,11007000,
503,개별(일반),4호선,당고개역,409-029,27.84,기타,2020-08-13,2025-09-12,2307000,
504,개별(일반),4호선,상계역,410-001,26.2,패션잡화,2020-11-23,2025-12-23,1418300,
505,네트워크,4호선,상계역,410-006,21.5,기타,2022-09-07,2028-02-04,1571733,
506,개별(일반),4호선,상계역,410-007,21.5,패션잡화,2023-04-05,2028-05-05,1446500,
507,소송상가,4호선,상계역,410-008,100,기타,2018-09-22,2023-10-21,7410300,
508,네트워크,4호선,상계역,410-009,32.16,패션잡화,2023-01-16,2028-05-16,3093386,
509,개별(일반),4호선,상계역,410-010,23.15,패션잡화,2021-09-09,2026-10-09,2720000,
510,임대진행,4호선,상계역,410-011,25.99,,,,,3단계. 감정평가
511,개별(일반),4호선,상계역,410-012,29.11,패션잡화,2022-05-13,2027-06-12,1410100,
512,개별(일반),4호선,상계역,410-013,48,패션잡화,2022-05-13,2027-06-12,2310000,
513,개별(일반),4호선,상계역,410-014,59.5,패션잡화,2021-08-13,2026-09-12,2810000,
514,개별(일반),4호선,노원(4)역,411-001,29.9,사무실,2020-12-22,2026-01-21,700000,
515,개별(일반),4호선,노원(4)역,411-003,14.91,식음료,2020-08-03,2025-09-02,1650000,
516,개별(일반),4호선,창동역,412-001,11,패션잡화,2021-01-14,2026-02-13,2510000,
517,개별(일반),4호선,창동역,412-004,58.5,패션잡화,2020-11-03,2025-11-03,8626000,
518,네트워크,4호선,쌍문역,413-101,20.2,편의점,2022-12-02,2028-04-01,2643669,
519,네트워크,4호선,수유역,414-101,13.4,패션잡화,2018-11-16,2029-01-14,2060650,
520,개별(일반),4호선,수유역,414-102,18.67,패션잡화,2020-02-24,2025-03-25,4033000,
521,개별(일반),4호선,수유역,414-103,18.43,패션잡화,2023-10-16,2028-11-15,5240000,
522,네트워크,4호선,수유역,414-104,10.4,플라워,2018-11-27,2029-01-25,1658800,
523,네트워크,4호선,수유역,414-105,12,식음료,2021-06-03,2026-08-02,5176243,
524,네트워크,4호선,수유역,414-106,23,편의점,2022-06-09,2027-06-08,10844872,
525,네트워크,4호선,수유역,414-107,22.42,식음료,2023-02-27,2028-05-28,14508336,
526,네트워크,4호선,미아역,415-101,31.6,편의점,2022-12-02,2028-04-01,2480675,
527,임대진행,4호선,미아역,415-102,50.24,,,,,3단계. 감정평가
528,임대진행,4호선,미아역,415-103,50.24,,,,,3단계. 감정평가
529,개별(일반),4호선,미아사거리역,416-101,44.4,패션잡화,2021-03-15,2026-04-14,7330000,
530,개별(일반),4호선,미아사거리역,416-104,14.8,패션잡화,2021-04-12,2026-05-12,1700000,
531,공실,4호선,미아사거리역,416-105,12,,,,,2단계. 시설물 점검
532,개별(일반),4호선,미아사거리역,416-106,20.78,패션잡화,2021-03-15,2026-04-14,6054000,
533,공실,4호선,미아사거리역,416-107,22.56,,,,,2단계. 시설물 점검
534,개별(일반),4호선,미아사거리역,416-108,16.88,기타,2020-12-07,2026-01-21,710000,
535,개별(일반),4호선,미아사거리역,416-109,17.24,패션잡화,2020-08-20,2025-09-19,980000,
536,개별(일반),4호선,미아사거리역,416-110,33.76,패션잡화,2024-01-29,2029-02-28,7810000,
537,개별(일반),4호선,미아사거리역,416-112,17.24,패션잡화,2019-08-24,2024-09-22,1030000,
538,개별(일반),4호선,미아사거리역,416-113,13.22,패션잡화,2019-04-09,2029-05-08,677400,
539,네트워크,4호선,미아사거리역,416-114,17.06,패션잡화,2018-11-16,2029-01-14,1762126,
540,개별(일반),4호선,미아사거리역,416-115,18.66,의약업,2021-08-18,2026-09-17,990000,
541,개별(일반),4호선,미아사거리역,416-116,33.94,기타,2022-10-13,2027-11-12,3500000,
542,개별(일반),4호선,미아사거리역,416-118,24.02,패션잡화,2024-01-29,2029-02-28,3200000,
543,임대진행,4호선,미아사거리역,416-119,13.86,,,,,3단계. 감정평가
544,개별(일반),4호선,미아사거리역,416-120,29.03,패션잡화,2022-08-08,2027-09-07,7370000,
545,네트워크,4호선,미아사거리역,416-121,24,식음료,2021-02-01,2026-06-01,7795261,
546,개별(일반),4호선,미아사거리역,416-122,31,식음료,2022-01-28,2027-02-27,10521600,
547,네트워크,4호선,미아사거리역,416-123,12,패션잡화,2021-11-22,2027-01-21,2165748,
548,네트워크,4호선,길음역,417-101,20.04,화장품,2020-12-23,2026-03-23,1948081,
549,개별(대형),4호선,길음역,417-102,100,밀키트,2021-01-11,2026-03-11,5500000,
550,개별(일반),4호선,성신여대입구역,418-105,16.5,패션잡화,2021-06-01,2026-07-01,1356600,
551,개별(일반),4호선,성신여대입구역,418-106,19.7,패션잡화,2019-07-16,2024-08-14,1150000,
552,개별(일반),4호선,성신여대입구역,418-107,32.47,패션잡화,2023-03-06,2028-04-05,4237300,
553,네트워크,4호선,성신여대입구역,418-108,30.8,플라워,2022-10-21,2028-02-18,4686896,
554,개별(일반),4호선,성신여대입구역,418-110,21.09,패션잡화,2020-02-19,2025-03-20,2340000,
555,개별(일반),4호선,성신여대입구역,418-111,16,식음료,2020-11-04,2025-12-04,3181500,
556,개별(일반),4호선,혜화역,420-103,17.46,식음료,2021-01-18,2026-02-17,7160000,
557,개별(일반),4호선,혜화역,420-105,20,식음료,2021-01-04,2026-02-03,5660000,
558,네트워크,4호선,동대문(4)역,421-108,23,패션잡화,2023-01-16,2028-05-16,1811085,
559,네트워크,4호선,동대문(4)역,421-109,28,식음료,2017-12-29,2025-02-06,3068170,
560,개별(일반),4호선,동대문(4)역,421-110,10,식음료,2021-01-04,2026-02-03,3350000,
561,임대진행,4호선,동대문(4)역,421-111,24.6,,,,,5단계. 입찰공고
562,개별(일반),4호선,동대문(4)역,421-118,24.47,패션잡화,2020-10-30,2025-11-29,5222000,
563,개별(일반),4호선,동대문(4)역,421-119,12.5,패션잡화,2021-08-12,2026-09-11,6200000,
564,개별(일반),4호선,동대문(4)역,421-212,20,패션잡화,2023-07-24,2028-08-23,2200000,
565,개별(일반),4호선,동대문(4)역,421-213,40.7,패션잡화,2023-06-05,2028-07-05,5580000,
566,공실,4호선,동대문(4)역,421-214,40.76,,,,,2단계. 시설물 점검
567,개별(일반),4호선,동대문(4)역,421-215,40.46,패션잡화,2023-06-26,2028-07-26,4041000,
568,임대진행,4호선,동대문(4)역,421-217,19.8,,,,,5단계. 입찰공고
569,개별(일반),4호선,동대문역사문화공원(4)역,422-104,16.68,패션잡화,2022-06-16,2027-07-16,1810000,
570,개별(일반),4호선,동대문역사문화공원(4)역,422-203,27.09,패션잡화,2021-12-28,2027-01-27,7333300,
571,개별(일반),4호선,동대문역사문화공원(4)역,422-205,89,패션잡화,2021-05-26,2026-06-25,3530000,
572,네트워크,4호선,동대문역사문화공원(4)역,422-206,58,패션잡화,2021-11-22,2027-01-21,1933538.974,
573,개별(일반),4호선,동대문역사문화공원(4)역,422-211,30,사무실,2023-07-24,2028-08-23,1672000,
574,개별(일반),4호선,충무로(4)역,423-101,18.86,플라워,2023-05-08,2028-06-07,2018500,
575,네트워크,4호선,충무로(4)역,423-102,31.54,화장품,2020-12-23,2026-03-23,6921841,
576,네트워크,4호선,충무로(4)역,423-104,21,식음료,2021-06-03,2026-08-02,3576383,
577,개별(일반),4호선,충무로(4)역,423-106,19.93,편의점,2022-11-14,2027-12-14,3280000,
578,개별(일반),4호선,충무로(4)역,423-109,18.2,편의점,2019-04-30,2029-05-29,3845700,
579,임대진행,4호선,충무로(4)역,423-203,17.57,,,,,3단계. 감정평가
580,개별(대형),4호선,충무로(4)역,423-207,147.5,사무실,2022-10-17,2028-02-14,1900000,
581,네트워크,4호선,명동역,424-102,26,식음료,2021-02-01,2026-06-01,9605672,
582,개별(일반),4호선,회현역,425-101,20.3,패션잡화,2019-08-24,2024-09-22,4222000,
583,개별(일반),4호선,회현역,425-104,81.7,패션잡화,2020-02-24,2025-03-25,14430000,
584,임대진행,4호선,회현역,425-203,30,,,,,3단계. 감정평가
585,임대진행,4호선,숙대입구역,427-101,9.8,,,,,5단계. 입찰공고
586,개별(일반),4호선,숙대입구역,427-103,24.7,식음료,2021-12-10,2027-01-09,2270000,
587,개별(일반),4호선,신용산역,429-101,17.8,식음료,2022-06-15,2027-06-15,1700000,
588,개별(일반),4호선,신용산역,429-102,15.5,패션잡화,2021-12-06,2027-01-05,896400,
